crossover_type,population_size,m,k,d,optimum,generations,evaluations,time,best_fitness,is_optimal
OnePoint,100,2,5,0.8,2,2051,205200,5.001527786254883,1.1,False
OnePoint,100,2,5,0.2,2,2491,249200,5.001157999038696,1.6,False
OnePoint,100,2,5,0.8,2,2,316,0.005907773971557617,2,True
OnePoint,100,2,5,0.2,2,2195,219600,5.00116229057312,1.8,False
OnePoint,100,2,5,0.8,2,1896,189700,5.0002710819244385,1.2,False
OnePoint,100,2,5,0.2,2,1,221,0.004217863082885742,2,True
OnePoint,100,2,5,0.8,2,2235,223600,5.000486612319946,1.2,False
OnePoint,100,2,5,0.2,2,1843,184400,5.003793239593506,1.6,False
OnePoint,100,2,5,0.8,2,3,427,0.02840709686279297,2,True
OnePoint,100,2,5,0.2,2,0,86,0.002465963363647461,2,True
OnePoint,100,2,5,0.8,2,1868,186900,5.00087308883667,1.15,False
OnePoint,100,2,5,0.2,2,2153,215400,5.001789569854736,1.6,False
OnePoint,100,2,5,0.8,2,2184,218500,5.0012781620025635,1.2,False
OnePoint,100,2,5,0.2,2,0,100,0.002992868423461914,2,True
OnePoint,100,2,5,0.8,2,2147,214800,5.002436637878418,1.2,False
OnePoint,20,4,5,0.2,4,11,240,0.009161710739135742,2.2,False
OnePoint,20,4,5,0.8,4,12,260,0.016399621963500977,1.3000000000000003,False
OnePoint,20,4,5,0.2,4,4,100,0.004149675369262695,2.0,False
OnePoint,20,4,5,0.8,4,18,380,0.021904706954956055,1.25,False
OnePoint,20,4,5,0.2,4,7,160,0.006058931350708008,3.8,False
OnePoint,20,4,5,0.8,4,5,120,0.005820274353027344,1.25,False
OnePoint,20,4,5,0.2,4,6,140,0.005289316177368164,2.4,False
OnePoint,20,4,5,0.8,4,5,120,0.01282048225402832,1.4,False
OnePoint,20,4,5,0.2,4,21,440,0.037076473236083984,2.2,False
OnePoint,20,4,5,0.8,4,19,400,0.01911306381225586,2.2,False
OnePoint,20,4,5,0.2,4,11,240,0.02267622947692871,3.2,False
OnePoint,20,4,5,0.8,4,14,300,0.01965951919555664,1.25,False
OnePoint,20,4,5,0.2,4,14,300,0.020449161529541016,2.4,False
OnePoint,20,4,5,0.8,4,4,100,0.004832267761230469,1.45,False
OnePoint,20,4,5,0.2,4,9,200,0.01559138298034668,2.4000000000000004,False
OnePoint,20,4,5,0.8,4,13,280,0.01180887222290039,0.4999999999999999,False
OnePoint,20,4,5,0.2,4,31,640,0.04342031478881836,2.6000000000000005,False
OnePoint,20,4,5,0.8,4,9,200,0.011961221694946289,1.2999999999999998,False
OnePoint,20,4,5,0.2,4,3,80,0.009383678436279297,2.4000000000000004,False
OnePoint,20,4,5,0.8,4,10,220,0.018422603607177734,1.2000000000000002,False
OnePoint,40,4,5,0.2,4,123,4960,0.2783348560333252,2.4000000000000004,False
OnePoint,40,4,5,0.8,4,245,9840,0.3456535339355469,1.4,False
OnePoint,40,4,5,0.2,4,112,4520,0.1740889549255371,3.0,False
OnePoint,40,4,5,0.8,4,28,1160,0.046894073486328125,1.3499999999999999,False
OnePoint,40,4,5,0.2,4,45,1840,0.10579323768615723,2.8,False
OnePoint,40,4,5,0.8,4,11,480,0.015268802642822266,1.4,False
OnePoint,40,4,5,0.2,4,15,640,0.040312767028808594,2.4000000000000004,False
OnePoint,40,4,5,0.8,4,13,560,0.029206514358520508,2.2,False
OnePoint,40,4,5,0.2,4,30,1240,0.06859564781188965,2.6000000000000005,False
OnePoint,40,4,5,0.8,4,50,2040,0.08911371231079102,2.15,False
OnePoint,40,4,5,0.2,4,6,280,0.008280515670776367,2.8000000000000003,False
OnePoint,40,4,5,0.8,4,19,800,0.040992021560668945,1.2999999999999998,False
OnePoint,40,4,5,0.2,4,27,1120,0.0654449462890625,2.4,False
OnePoint,40,4,5,0.8,4,31,1280,0.0762789249420166,1.3499999999999999,False
OnePoint,40,4,5,0.2,4,50,2040,0.1520068645477295,3.0,False
OnePoint,40,4,5,0.8,4,128,5160,0.2330331802368164,2.15,False
OnePoint,40,4,5,0.2,4,5,240,0.00796818733215332,2.8000000000000003,False
OnePoint,40,4,5,0.8,4,15,640,0.03791308403015137,1.3499999999999999,False
OnePoint,40,4,5,0.2,4,14,600,0.03083062171936035,2.8,False
OnePoint,40,4,5,0.8,4,98,3960,0.1441338062286377,2.05,False
OnePoint,60,4,5,0.2,4,259,15600,0.4591867923736572,3.4000000000000004,False
OnePoint,60,4,5,0.8,4,144,8700,0.3076331615447998,2.2,False
OnePoint,60,4,5,0.2,4,526,31620,1.0139846801757812,3.0,False
OnePoint,60,4,5,0.8,4,567,34080,1.5084357261657715,1.5,False
OnePoint,60,4,5,0.2,4,142,8580,0.3415377140045166,2.8000000000000003,False
OnePoint,60,4,5,0.8,4,704,42300,1.8342280387878418,1.4,False
OnePoint,60,4,5,0.2,4,1556,93420,3.593256711959839,2.4000000000000004,False
OnePoint,60,4,5,0.8,4,630,37860,1.349954605102539,2.15,False
OnePoint,60,4,5,0.2,4,15,960,0.03602123260498047,3.2,False
OnePoint,60,4,5,0.8,4,467,28080,1.0548195838928223,1.4499999999999997,False
OnePoint,60,4,5,0.2,4,142,8580,0.30536937713623047,2.6,False
OnePoint,60,4,5,0.8,4,316,19020,0.6862549781799316,1.35,False
OnePoint,60,4,5,0.2,4,18,1140,0.0477142333984375,2.6,False
OnePoint,60,4,5,0.8,4,108,6540,0.22790193557739258,2.2,False
OnePoint,60,4,5,0.2,4,18,1140,0.048175811767578125,3.6,False
OnePoint,60,4,5,0.8,4,208,12540,0.4124777317047119,1.4,False
OnePoint,60,4,5,0.2,4,77,4680,0.17184853553771973,2.8000000000000003,False
OnePoint,60,4,5,0.8,4,582,34980,1.5784854888916016,1.45,False
OnePoint,60,4,5,0.2,4,414,24900,0.8502204418182373,2.8000000000000003,False
OnePoint,60,4,5,0.8,4,211,12720,0.46027159690856934,2.1,False
OnePoint,80,4,5,0.2,4,3272,261840,10.000553131103516,3.0,False
OnePoint,80,4,5,0.8,4,3091,247360,10.000187635421753,1.4,False
OnePoint,80,4,5,0.2,4,1291,103360,4.807899713516235,3.0,False
OnePoint,80,4,5,0.8,4,1872,149840,7.0205442905426025,1.3,False
OnePoint,80,4,5,0.2,4,935,74880,2.4395222663879395,3.0000000000000004,False
OnePoint,80,4,5,0.8,4,2950,236080,9.21288776397705,2.0999999999999996,False
OnePoint,80,4,5,0.2,4,2573,205920,10.000415086746216,2.8,False
OnePoint,80,4,5,0.8,4,3108,248720,10.006348848342896,1.2999999999999998,False
OnePoint,80,4,5,0.2,4,3832,306640,10.00031304359436,2.8000000000000003,False
OnePoint,80,4,5,0.8,4,150,12080,0.4012434482574463,2.0,False
OnePoint,80,4,5,0.2,4,257,20640,0.653292179107666,2.6,False
OnePoint,80,4,5,0.8,4,1329,106400,4.666920185089111,2.3,False
OnePoint,80,4,5,0.2,4,346,27760,0.7969465255737305,2.6,False
OnePoint,80,4,5,0.8,4,2237,179040,6.230221271514893,1.4,False
OnePoint,80,4,5,0.2,4,3864,309200,10.000489950180054,2.8,False
OnePoint,80,4,5,0.8,4,525,42080,1.225984811782837,2.15,False
OnePoint,80,4,5,0.2,4,1121,89760,2.827625274658203,2.6,False
OnePoint,80,4,5,0.8,4,3705,296480,10.004370927810669,2.25,False
OnePoint,80,4,5,0.2,4,3585,286880,10.000823974609375,3.0,False
OnePoint,80,4,5,0.8,4,3016,241360,10.000838994979858,2.15,False
OnePoint,100,4,5,0.2,4,2780,278100,10.003712892532349,3.2,False
OnePoint,100,4,5,0.8,4,2772,277300,10.000969171524048,1.4,False
OnePoint,100,4,5,0.2,4,1407,140800,4.599355459213257,3.2,False
OnePoint,100,4,5,0.8,4,1424,142500,5.073986768722534,2.15,False
OnePoint,100,4,5,0.2,4,7,800,0.04734206199645996,3.0,False
OnePoint,100,4,5,0.8,4,2765,276600,10.000636100769043,2.25,False
OnePoint,100,4,5,0.2,4,3092,309300,10.002254724502563,2.6000000000000005,False
OnePoint,100,4,5,0.8,4,9,1000,0.04121565818786621,1.35,False
OnePoint,100,4,5,0.2,4,1145,114600,4.019771099090576,2.8000000000000003,False
OnePoint,100,4,5,0.8,4,2828,282900,10.002717971801758,2.15,False
OnePoint,100,4,5,0.2,4,3108,310900,10.0009605884552,3.0000000000000004,False
OnePoint,100,4,5,0.8,4,2744,274500,10.002963066101074,1.4999999999999998,False
OnePoint,100,4,5,0.2,4,2822,282300,10.002076625823975,3.0000000000000004,False
OnePoint,100,4,5,0.8,4,2109,211000,7.668697834014893,2.15,False
OnePoint,100,4,5,0.2,4,2822,282300,10.00147819519043,3.0,False
OnePoint,100,4,5,0.8,4,2866,286700,10.001238107681274,2.15,False
OnePoint,100,4,5,0.2,4,2753,275400,10.002079486846924,3.4000000000000004,False
OnePoint,100,4,5,0.8,4,2649,265000,10.002445697784424,2.15,False
OnePoint,100,4,5,0.2,4,615,61600,2.9698009490966797,3.0000000000000004,False
OnePoint,100,4,5,0.8,4,2616,261700,10.000227928161621,1.4,False
OnePoint,20,8,5,0.2,8,9,200,0.024824857711791992,4.800000000000001,False
OnePoint,20,8,5,0.8,8,6,140,0.014119386672973633,1.5999999999999999,False
OnePoint,20,8,5,0.2,8,19,400,0.04671645164489746,4.6,False
OnePoint,20,8,5,0.8,8,18,380,0.030313730239868164,2.6,False
OnePoint,20,8,5,0.2,8,8,180,0.011867761611938477,4.200000000000001,False
OnePoint,20,8,5,0.8,8,7,160,0.009154796600341797,1.7999999999999998,False
OnePoint,20,8,5,0.2,8,13,280,0.026393413543701172,4.0,False
OnePoint,20,8,5,0.8,8,9,200,0.017858266830444336,1.7000000000000002,False
OnePoint,20,8,5,0.2,8,13,280,0.02864980697631836,4.200000000000001,False
OnePoint,20,8,5,0.8,8,10,220,0.015651702880859375,1.65,False
OnePoint,20,8,5,0.2,8,13,280,0.01630687713623047,4.0,False
OnePoint,20,8,5,0.8,8,9,200,0.010979413986206055,2.5,False
OnePoint,20,8,5,0.2,8,8,180,0.021165132522583008,4.0,False
OnePoint,20,8,5,0.8,8,9,200,0.024992942810058594,1.75,False
OnePoint,20,8,5,0.2,8,23,480,0.0332186222076416,4.0,False
OnePoint,20,8,5,0.8,8,9,200,0.023816823959350586,1.9,False
OnePoint,20,8,5,0.2,8,10,220,0.01536703109741211,4.2,False
OnePoint,20,8,5,0.8,8,12,260,0.025067806243896484,2.4499999999999997,False
OnePoint,20,8,5,0.2,8,12,260,0.02549910545349121,3.4000000000000004,False
OnePoint,20,8,5,0.8,8,8,180,0.012285947799682617,1.75,False
OnePoint,40,8,5,0.2,8,151,6080,0.3553924560546875,4.200000000000001,False
OnePoint,40,8,5,0.8,8,16,680,0.05084633827209473,2.4,False
OnePoint,40,8,5,0.2,8,11,480,0.03980517387390137,4.6000000000000005,False
OnePoint,40,8,5,0.8,8,30,1240,0.07613825798034668,3.4499999999999997,False
OnePoint,40,8,5,0.2,8,18,760,0.047931671142578125,4.800000000000001,False
OnePoint,40,8,5,0.8,8,70,2840,0.16095829010009766,1.8499999999999996,False
OnePoint,40,8,5,0.2,8,18,760,0.06461048126220703,4.2,False
OnePoint,40,8,5,0.8,8,90,3640,0.20115399360656738,2.5999999999999996,False
OnePoint,40,8,5,0.2,8,35,1440,0.09350848197937012,4.0,False
OnePoint,40,8,5,0.8,8,18,760,0.047164201736450195,1.6999999999999997,False
OnePoint,40,8,5,0.2,8,19,800,0.0372467041015625,4.0,False
OnePoint,40,8,5,0.8,8,109,4400,0.3216090202331543,2.6999999999999997,False
OnePoint,40,8,5,0.2,8,25,1040,0.10157895088195801,4.800000000000001,False
OnePoint,40,8,5,0.8,8,16,680,0.06837773323059082,2.8499999999999996,False
OnePoint,40,8,5,0.2,8,89,3600,0.2617506980895996,4.000000000000001,False
OnePoint,40,8,5,0.8,8,47,1920,0.18294286727905273,2.4499999999999997,False
OnePoint,40,8,5,0.2,8,64,2600,0.24177241325378418,4.4,False
OnePoint,40,8,5,0.8,8,68,2760,0.23083782196044922,1.9,False
OnePoint,40,8,5,0.2,8,14,600,0.035210371017456055,4.0,False
OnePoint,40,8,5,0.8,8,8,360,0.01689434051513672,3.5,False
OnePoint,60,8,5,0.2,8,270,16260,1.115372657775879,4.4,False
OnePoint,60,8,5,0.8,8,793,47640,3.1099629402160645,2.65,False
OnePoint,60,8,5,0.2,8,167,10080,0.7024264335632324,4.4,False
OnePoint,60,8,5,0.8,8,387,23280,1.1245648860931396,3.35,False
OnePoint,60,8,5,0.2,8,7,480,0.034433841705322266,4.600000000000001,False
OnePoint,60,8,5,0.8,8,473,28440,2.0438573360443115,2.6,False
OnePoint,60,8,5,0.2,8,937,56280,3.779540777206421,5.199999999999999,False
OnePoint,60,8,5,0.8,8,516,31020,1.9370193481445312,2.1499999999999995,False
OnePoint,60,8,5,0.2,8,203,12240,0.6269910335540771,5.2,False
OnePoint,60,8,5,0.8,8,722,43380,2.968223810195923,2.5,False
OnePoint,60,8,5,0.2,8,308,18540,0.9250874519348145,4.4,False
OnePoint,60,8,5,0.8,8,2225,133560,7.979628562927246,2.65,False
OnePoint,60,8,5,0.2,8,438,26340,1.6275768280029297,4.4,False
OnePoint,60,8,5,0.8,8,7,480,0.039032936096191406,2.5000000000000004,False
OnePoint,60,8,5,0.2,8,686,41220,2.5772414207458496,4.6000000000000005,False
OnePoint,60,8,5,0.8,8,137,8280,0.5844871997833252,3.35,False
OnePoint,60,8,5,0.2,8,488,29340,1.5949819087982178,5.0,False
OnePoint,60,8,5,0.8,8,144,8700,0.8100924491882324,2.6999999999999997,False
OnePoint,60,8,5,0.2,8,408,24540,2.4130477905273438,4.799999999999999,False
OnePoint,60,8,5,0.8,8,246,14820,0.7234113216400146,3.6000000000000005,False
OnePoint,80,8,5,0.2,8,3033,242720,14.381934881210327,4.800000000000001,False
OnePoint,80,8,5,0.8,8,3279,262400,15.0016508102417,3.3000000000000003,False
OnePoint,80,8,5,0.2,8,2837,227040,15.003312587738037,4.4,False
OnePoint,80,8,5,0.8,8,527,42240,2.695080280303955,3.4,False
OnePoint,80,8,5,0.2,8,530,42480,2.503988742828369,4.4,False
OnePoint,80,8,5,0.8,8,2975,238080,15.000595569610596,2.45,False
OnePoint,80,8,5,0.2,8,3471,277760,15.002098083496094,5.000000000000001,False
OnePoint,80,8,5,0.8,8,264,21200,1.0658314228057861,2.6999999999999997,False
OnePoint,80,8,5,0.2,8,3156,252560,15.00093388557434,4.6000000000000005,False
OnePoint,80,8,5,0.8,8,47,3840,0.20856428146362305,3.4,False
OnePoint,80,8,5,0.2,8,1780,142480,7.343501329421997,4.800000000000001,False
OnePoint,80,8,5,0.8,8,3345,267680,15.001391649246216,2.7,False
OnePoint,80,8,5,0.2,8,7,640,0.03957056999206543,4.400000000000001,False
OnePoint,80,8,5,0.8,8,1707,136640,6.39600682258606,2.75,False
OnePoint,80,8,5,0.2,8,77,6240,0.34708237648010254,5.000000000000001,False
OnePoint,80,8,5,0.8,8,1215,97280,5.636363744735718,2.6999999999999997,False
OnePoint,80,8,5,0.2,8,3211,256960,15.003742218017578,5.2,False
OnePoint,80,8,5,0.8,8,2231,178560,10.366409063339233,3.3,False
OnePoint,80,8,5,0.2,8,3202,256240,15.00160813331604,4.6,False
OnePoint,80,8,5,0.8,8,8,720,0.06960177421569824,2.15,False
OnePoint,100,8,5,0.2,8,1924,192500,15.007954359054565,4.8,False
OnePoint,100,8,5,0.8,8,2142,214300,15.015710353851318,3.1500000000000004,False
OnePoint,100,8,5,0.2,8,2194,219500,15.003143787384033,4.200000000000001,False
OnePoint,100,8,5,0.8,8,2276,227700,15.003299713134766,2.35,False
OnePoint,100,8,5,0.2,8,2684,268500,15.002152919769287,4.6,False
OnePoint,100,8,5,0.8,8,2859,286000,15.006139278411865,3.3000000000000003,False
OnePoint,100,8,5,0.2,8,2908,290900,15.003624200820923,4.800000000000001,False
OnePoint,100,8,5,0.8,8,2922,292300,15.003342390060425,2.6999999999999997,False
OnePoint,100,8,5,0.2,8,2977,297800,15.002720832824707,4.800000000000001,False
OnePoint,100,8,5,0.8,8,2970,297100,15.003878593444824,2.8499999999999996,False
OnePoint,100,8,5,0.2,8,3349,335000,15.000300168991089,5.2,False
OnePoint,100,8,5,0.8,8,2946,294700,15.003268003463745,2.7499999999999996,False
OnePoint,100,8,5,0.2,8,2846,284700,15.00389838218689,4.6,False
OnePoint,100,8,5,0.8,8,2847,284800,15.004224300384521,2.7,False
OnePoint,100,8,5,0.2,8,2931,293200,15.003854036331177,4.600000000000001,False
OnePoint,100,8,5,0.8,8,3303,330400,15.00272512435913,2.8499999999999996,False
OnePoint,100,8,5,0.2,8,2935,293600,15.003488779067993,4.6000000000000005,False
OnePoint,100,8,5,0.8,8,2793,279400,15.00106430053711,2.55,False
OnePoint,100,8,5,0.2,8,2447,244800,12.555727243423462,4.2,False
OnePoint,100,8,5,0.8,8,3185,318600,15.006382703781128,2.6499999999999995,False
OnePoint,20,16,5,0.2,16,18,380,0.048104047775268555,8.600000000000001,False
OnePoint,20,16,5,0.8,16,8,180,0.02576160430908203,4.05,False
OnePoint,20,16,5,0.2,16,17,360,0.05321812629699707,7.800000000000001,False
OnePoint,20,16,5,0.8,16,10,220,0.029933452606201172,3.0999999999999996,False
OnePoint,20,16,5,0.2,16,17,360,0.05946087837219238,8.000000000000002,False
OnePoint,20,16,5,0.8,16,9,200,0.02121591567993164,3.3,False
OnePoint,20,16,5,0.2,16,10,220,0.03453826904296875,8.0,False
OnePoint,20,16,5,0.8,16,21,440,0.07298088073730469,3.1499999999999995,False
OnePoint,20,16,5,0.2,16,7,160,0.018712997436523438,6.8000000000000025,False
OnePoint,20,16,5,0.8,16,5,120,0.025213003158569336,4.0,False
OnePoint,20,16,5,0.2,16,9,200,0.024350404739379883,7.400000000000001,False
OnePoint,20,16,5,0.8,16,10,220,0.03170371055603027,3.55,False
OnePoint,20,16,5,0.2,16,7,160,0.024574995040893555,7.000000000000002,False
OnePoint,20,16,5,0.8,16,9,200,0.02922534942626953,3.8499999999999996,False
OnePoint,20,16,5,0.2,16,8,180,0.030938148498535156,6.800000000000001,False
OnePoint,20,16,5,0.8,16,11,240,0.03366971015930176,3.8999999999999995,False
OnePoint,20,16,5,0.2,16,6,140,0.01811814308166504,7.200000000000001,False
OnePoint,20,16,5,0.8,16,5,120,0.024103164672851562,4.1,False
OnePoint,20,16,5,0.2,16,4,100,0.011615753173828125,8.6,False
OnePoint,20,16,5,0.8,16,8,180,0.029307126998901367,2.3499999999999996,False
OnePoint,40,16,5,0.2,16,23,960,0.09964799880981445,7.400000000000002,False
OnePoint,40,16,5,0.8,16,31,1280,0.13175368309020996,4.199999999999999,False
OnePoint,40,16,5,0.2,16,32,1320,0.12099409103393555,8.200000000000003,False
OnePoint,40,16,5,0.8,16,62,2520,0.21161556243896484,4.4,False
OnePoint,40,16,5,0.2,16,19,800,0.11432528495788574,7.800000000000001,False
OnePoint,40,16,5,0.8,16,40,1640,0.1674032211303711,3.6499999999999995,False
OnePoint,40,16,5,0.2,16,41,1680,0.1672804355621338,7.8000000000000025,False
OnePoint,40,16,5,0.8,16,18,760,0.08123159408569336,3.3499999999999996,False
OnePoint,40,16,5,0.2,16,98,3960,0.3749206066131592,7.400000000000001,False
OnePoint,40,16,5,0.8,16,27,1120,0.1196756362915039,3.3,False
OnePoint,40,16,5,0.2,16,131,5280,0.4637415409088135,9.4,False
OnePoint,40,16,5,0.8,16,33,1360,0.13907194137573242,3.9,False
OnePoint,40,16,5,0.2,16,198,7960,0.7622511386871338,7.999999999999999,False
OnePoint,40,16,5,0.8,16,105,4240,0.3955078125,3.3499999999999996,False
OnePoint,40,16,5,0.2,16,48,1960,0.1916816234588623,7.800000000000002,False
OnePoint,40,16,5,0.8,16,41,1680,0.1993098258972168,4.049999999999999,False
OnePoint,40,16,5,0.2,16,10,440,0.06166648864746094,7.200000000000003,False
OnePoint,40,16,5,0.8,16,16,680,0.08408951759338379,3.5999999999999996,False
OnePoint,40,16,5,0.2,16,32,1320,0.14225220680236816,7.800000000000002,False
OnePoint,40,16,5,0.8,16,10,440,0.05388784408569336,3.4499999999999993,False
OnePoint,60,16,5,0.2,16,45,2760,0.25457310676574707,8.2,False
OnePoint,60,16,5,0.8,16,442,26580,2.4393258094787598,4.050000000000001,False
OnePoint,60,16,5,0.2,16,775,46560,4.233694314956665,8.8,False
OnePoint,60,16,5,0.8,16,278,16740,1.4980583190917969,4.25,False
OnePoint,60,16,5,0.2,16,7,480,0.05715465545654297,8.6,False
OnePoint,60,16,5,0.8,16,338,20340,1.748692274093628,5.1000000000000005,False
OnePoint,60,16,5,0.2,16,543,32640,2.946714162826538,8.400000000000002,False
OnePoint,60,16,5,0.8,16,7,480,0.0684058666229248,3.4999999999999996,False
OnePoint,60,16,5,0.2,16,151,9120,0.859668493270874,7.600000000000001,False
OnePoint,60,16,5,0.8,16,690,41460,3.8654863834381104,4.3,False
OnePoint,60,16,5,0.2,16,260,15660,1.3022701740264893,8.0,False
OnePoint,60,16,5,0.8,16,342,20580,1.6928417682647705,4.949999999999999,False
OnePoint,60,16,5,0.2,16,572,34380,2.7792418003082275,8.4,False
OnePoint,60,16,5,0.8,16,91,5520,0.4721384048461914,4.1000000000000005,False
OnePoint,60,16,5,0.2,16,643,38640,3.2459893226623535,8.200000000000001,False
OnePoint,60,16,5,0.8,16,62,3780,0.31001782417297363,4.7,False
OnePoint,60,16,5,0.2,16,179,10800,0.937396764755249,7.400000000000002,False
OnePoint,60,16,5,0.8,16,399,24000,1.8893837928771973,4.3,False
OnePoint,60,16,5,0.2,16,889,53400,4.308248281478882,8.800000000000002,False
OnePoint,60,16,5,0.8,16,82,4980,0.4095644950866699,4.149999999999999,False
OnePoint,80,16,5,0.2,16,2955,236480,20.00233793258667,8.400000000000002,False
OnePoint,80,16,5,0.8,16,2772,221840,20.003191709518433,4.1,False
OnePoint,80,16,5,0.2,16,2982,238640,20.002591371536255,8.4,False
OnePoint,80,16,5,0.8,16,1733,138720,10.727027654647827,5.25,False
OnePoint,80,16,5,0.2,16,2956,236560,20.005207061767578,7.600000000000001,False
OnePoint,80,16,5,0.8,16,2466,197360,15.238754510879517,4.3,False
OnePoint,80,16,5,0.2,16,2968,237520,20.00382161140442,8.600000000000001,False
OnePoint,80,16,5,0.8,16,1197,95840,8.660606384277344,4.1499999999999995,False
OnePoint,80,16,5,0.2,16,1168,93520,8.062303304672241,8.0,False
OnePoint,80,16,5,0.8,16,835,66880,5.554025888442993,4.499999999999999,False
OnePoint,80,16,5,0.2,16,630,50480,4.603806972503662,8.200000000000001,False
OnePoint,80,16,5,0.8,16,2409,192800,15.34923267364502,5.449999999999999,False
OnePoint,80,16,5,0.2,16,1239,99200,8.9098801612854,7.400000000000001,False
OnePoint,80,16,5,0.8,16,2084,166800,13.725704431533813,4.599999999999999,False
OnePoint,80,16,5,0.2,16,245,19680,1.7034013271331787,8.2,False
OnePoint,80,16,5,0.8,16,1481,118560,9.928217649459839,4.1000000000000005,False
OnePoint,80,16,5,0.2,16,2962,237040,20.004915714263916,8.000000000000002,False
OnePoint,80,16,5,0.8,16,2245,179680,13.815502405166626,5.75,False
OnePoint,80,16,5,0.2,16,1903,152320,14.061586141586304,8.0,False
OnePoint,80,16,5,0.8,16,3016,241360,20.00326180458069,5.049999999999999,False
OnePoint,100,16,5,0.2,16,2318,231900,20.003297805786133,8.200000000000001,False
OnePoint,100,16,5,0.8,16,418,41900,3.6340699195861816,5.199999999999999,False
OnePoint,100,16,5,0.2,16,2101,210200,18.031972646713257,8.200000000000001,False
OnePoint,100,16,5,0.8,16,2347,234800,20.000473499298096,4.35,False
OnePoint,100,16,5,0.2,16,2247,224800,20.001927614212036,8.600000000000001,False
OnePoint,100,16,5,0.8,16,2332,233300,20.000160694122314,4.45,False
OnePoint,100,16,5,0.2,16,2289,229000,20.001063585281372,7.8000000000000025,False
OnePoint,100,16,5,0.8,16,2265,226600,20.001408338546753,5.099999999999999,False
OnePoint,100,16,5,0.2,16,2373,237400,20.00577425956726,8.0,False
OnePoint,100,16,5,0.8,16,2350,235100,20.00434899330139,4.1499999999999995,False
OnePoint,100,16,5,0.2,16,2355,235600,20.004497051239014,8.0,False
OnePoint,100,16,5,0.8,16,2323,232400,20.000158071517944,5.15,False
OnePoint,100,16,5,0.2,16,2198,219900,20.006123781204224,8.000000000000002,False
OnePoint,100,16,5,0.8,16,1889,189000,20.008237600326538,4.049999999999999,False
OnePoint,100,16,5,0.2,16,1852,185300,20.00049614906311,8.000000000000002,False
OnePoint,100,16,5,0.8,16,1793,179400,18.31692886352539,3.9,False
OnePoint,100,16,5,0.2,16,2030,203100,20.000741958618164,7.800000000000001,False
OnePoint,100,16,5,0.8,16,2040,204100,20.00180196762085,4.15,False
OnePoint,100,16,5,0.2,16,1914,191500,20.020504236221313,8.6,False
OnePoint,100,16,5,0.8,16,1755,175600,20.00286889076233,3.3000000000000003,False
